Wetterdaten [Temperatur: 33,7°C, Regenwahrscheinlichkeit: 0%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-01T01:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 2%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T15:00]
Wetterdaten [Temperatur: 40,6°C, Regenwahrscheinlichkeit: 66%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-01T16:00]
Wetterdaten [Temperatur: 41,5°C, Regenwahrscheinlichkeit: 8%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T17:00]
Wetterdaten [Temperatur: 43,4°C, Regenwahrscheinlichkeit: 9%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T18:00]
Wetterdaten [Temperatur: 44,4°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T19:00]
Wetterdaten [Temperatur: 43,8°C, Regenwahrscheinlichkeit: 24%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-01T20:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 11%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T21:00]
Wetterdaten [Temperatur: 44,2°C, Regenwahrscheinlichkeit: 23%, Bedingung: RAIN, Zeitpunkt: 2025-06-01T22:00]
Wetterdaten [Temperatur: 41,4°C, Regenwahrscheinlichkeit: 67%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-01T23:00]
Wetterdaten [Temperatur: 40,3°C, Regenwahrscheinlichkeit: 1%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T00:00]
Wetterdaten [Temperatur: 40,2°C, Regenwahrscheinlichkeit: 11%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T01:00]
Wetterdaten [Temperatur: 36,9°C, Regenwahrscheinlichkeit: 87%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T02:00]
Wetterdaten [Temperatur: 33,9°C, Regenwahrscheinlichkeit: 80%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T03:00]
Wetterdaten [Temperatur: 30,8°C, Regenwahrscheinlichkeit: 53%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T04:00]
Wetterdaten [Temperatur: 30,1°C, Regenwahrscheinlichkeit: 24%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T05:00]
Wetterdaten [Temperatur: 30,9°C, Regenwahrscheinlichkeit: 9%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T06:00]
Wetterdaten [Temperatur: 32,5°C, Regenwahrscheinlichkeit: 0%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T07:00]
Wetterdaten [Temperatur: 28,8°C, Regenwahrscheinlichkeit: 83%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T08:00]
Wetterdaten [Temperatur: 30,1°C, Regenwahrscheinlichkeit: 9%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T09:00]
Wetterdaten [Temperatur: 31,7°C, Regenwahrscheinlichkeit: 7%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T10:00]
Wetterdaten [Temperatur: 32,0°C, Regenwahrscheinlichkeit: 2%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T11:00]
Wetterdaten [Temperatur: 31,0°C, Regenwahrscheinlichkeit: 18%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T12:00]
Wetterdaten [Temperatur: 30,3°C, Regenwahrscheinlichkeit: 8%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T13:00]
Wetterdaten [Temperatur: 32,2°C, Regenwahrscheinlichkeit: 19%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T14:00]
Wetterdaten [Temperatur: 34,3°C, Regenwahrscheinlichkeit: 5%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T15:00]
Wetterdaten [Temperatur: 35,1°C, Regenwahrscheinlichkeit: 16%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T16:00]
Wetterdaten [Temperatur: 34,4°C, Regenwahrscheinlichkeit: 30%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T17:00]
Wetterdaten [Temperatur: 35,9°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T18:00]
Wetterdaten [Temperatur: 37,1°C, Regenwahrscheinlichkeit: 12%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T19:00]
Wetterdaten [Temperatur: 38,0°C, Regenwahrscheinlichkeit: 4%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T20:00]
Wetterdaten [Temperatur: 38,8°C, Regenwahrscheinlichkeit: 1%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T21:00]
Wetterdaten [Temperatur: 38,8°C, Regenwahrscheinlichkeit: 28%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T22:00]
Wetterdaten [Temperatur: 39,0°C, Regenwahrscheinlichkeit: 18%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T23:00]
Wetterdaten [Temperatur: 38,9°C, Regenwahrscheinlichkeit: 10%, Bedingung: RAIN, Zeitpunkt: 2025-06-03T00:00]
Wetterdaten [Temperatur: 39,2°C, Regenwahrscheinlichkeit: 27%, Bedingung: RAIN, Zeitpunkt: 2025-06-03T01:00]
Wetterdaten [Temperatur: 36,1°C, Regenwahrscheinlichkeit: 96%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T02:00]
Wetterdaten [Temperatur: 33,8°C, Regenwahrscheinlichkeit: 73%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T03:00]
Wetterdaten [Temperatur: 34,3°C, Regenwahrscheinlichkeit: 30%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T04:00]
Wetterdaten [Temperatur: 33,4°C, Regenwahrscheinlichkeit: 22%, Bedingung: RAIN, Zeitpunkt: 2025-06-03T05:00]
Wetterdaten [Temperatur: 34,2°C, Regenwahrscheinlichkeit: 28%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T06:00]
Wetterdaten [Temperatur: 30,6°C, Regenwahrscheinlichkeit: 78%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T07:00]
Wetterdaten [Temperatur: 31,7°C, Regenwahrscheinlichkeit: 19%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T08:00]
Wetterdaten [Temperatur: 32,6°C, Regenwahrscheinlichkeit: 8%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T09:00]
Wetterdaten [Temperatur: 33,9°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T10:00]
Wetterdaten [Temperatur: 35,2°C, Regenwahrscheinlichkeit: 7%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T11:00]
Wetterdaten [Temperatur: 37,3°C, Regenwahrscheinlichkeit: 29%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T12:00]
Wetterdaten [Temperatur: 39,6°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T13:00]
Wetterdaten [Temperatur: 42,0°C, Regenwahrscheinlichkeit: 4%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T14:00]
Wetterdaten [Temperatur: 39,2°C, Regenwahrscheinlichkeit: 62%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T15:00]
Wetterdaten [Temperatur: 40,4°C, Regenwahrscheinlichkeit: 1%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T16:00]
Wetterdaten [Temperatur: 41,9°C, Regenwahrscheinlichkeit: 30%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T17:00]
Wetterdaten [Temperatur: 42,9°C, Regenwahrscheinlichkeit: 30%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T18:00]
Wetterdaten [Temperatur: 38,4°C, Regenwahrscheinlichkeit: 74%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T19:00]
Wetterdaten [Temperatur: 37,6°C, Regenwahrscheinlichkeit: 10%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T20:00]
Wetterdaten [Temperatur: 38,6°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T21:00]
Wetterdaten [Temperatur: 38,6°C, Regenwahrscheinlichkeit: 6%, Bedingung: RAIN, Zeitpunkt: 2025-06-03T22:00]
Wetterdaten [Temperatur: 37,7°C, Regenwahrscheinlichkeit: 30%, Bedingung: RAIN, Zeitpunkt: 2025-06-03T23:00]
Wetterdaten [Temperatur: 37,9°C, Regenwahrscheinlichkeit: 29%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T00:00]
Wetterdaten [Temperatur: 35,3°C, Regenwahrscheinlichkeit: 85%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-04T01:00]
Wetterdaten [Temperatur: 34,4°C, Regenwahrscheinlichkeit: 9%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T02:00]
Wetterdaten [Temperatur: 31,8°C, Regenwahrscheinlichkeit: 83%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-04T03:00]
Wetterdaten [Temperatur: 30,8°C, Regenwahrscheinlichkeit: 2%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T04:00]
Wetterdaten [Temperatur: 31,5°C, Regenwahrscheinlichkeit: 9%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T05:00]
Wetterdaten [Temperatur: 32,1°C, Regenwahrscheinlichkeit: 2%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T06:00]
Wetterdaten [Temperatur: 32,6°C, Regenwahrscheinlichkeit: 21%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T07:00]
Wetterdaten [Temperatur: 33,4°C, Regenwahrscheinlichkeit: 29%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T08:00]
Wetterdaten [Temperatur: 32,1°C, Regenwahrscheinlichkeit: 24%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T09:00]
Wetterdaten [Temperatur: 33,8°C, Regenwahrscheinlichkeit: 8%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T10:00]
Wetterdaten [Temperatur: 36,1°C, Regenwahrscheinlichkeit: 22%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T11:00]
Wetterdaten [Temperatur: 37,6°C, Regenwahrscheinlichkeit: 25%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T12:00]
