Wetterdaten [Temperatur: 28,4°C, Regenwahrscheinlichkeit: 16%, Bedingung: RAIN, Zeitpunkt: 2025-06-01T01:00]
Wetterdaten [Temperatur: 29,4°C, Regenwahrscheinlichkeit: 29%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T16:00]
Wetterdaten [Temperatur: 30,7°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T17:00]
Wetterdaten [Temperatur: 32,1°C, Regenwahrscheinlichkeit: 21%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T18:00]
Wetterdaten [Temperatur: 33,2°C, Regenwahrscheinlichkeit: 21%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T19:00]
Wetterdaten [Temperatur: 31,6°C, Regenwahrscheinlichkeit: 0%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-01T20:00]
Wetterdaten [Temperatur: 32,8°C, Regenwahrscheinlichkeit: 6%, Bedingung: SUNNY, Zeitpunkt: 2025-06-01T21:00]
Wetterdaten [Temperatur: 30,0°C, Regenwahrscheinlichkeit: 73%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-01T22:00]
Wetterdaten [Temperatur: 29,7°C, Regenwahrscheinlichkeit: 4%, Bedingung: RAIN, Zeitpunkt: 2025-06-01T23:00]
Wetterdaten [Temperatur: 26,9°C, Regenwahrscheinlichkeit: 85%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T00:00]
Wetterdaten [Temperatur: 26,8°C, Regenwahrscheinlichkeit: 5%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T01:00]
Wetterdaten [Temperatur: 27,9°C, Regenwahrscheinlichkeit: 23%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T02:00]
Wetterdaten [Temperatur: 25,3°C, Regenwahrscheinlichkeit: 68%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T03:00]
Wetterdaten [Temperatur: 25,5°C, Regenwahrscheinlichkeit: 12%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T04:00]
Wetterdaten [Temperatur: 25,4°C, Regenwahrscheinlichkeit: 17%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T05:00]
Wetterdaten [Temperatur: 26,3°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T06:00]
Wetterdaten [Temperatur: 22,0°C, Regenwahrscheinlichkeit: 61%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-02T07:00]
Wetterdaten [Temperatur: 23,1°C, Regenwahrscheinlichkeit: 20%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T08:00]
Wetterdaten [Temperatur: 24,8°C, Regenwahrscheinlichkeit: 30%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T09:00]
Wetterdaten [Temperatur: 26,9°C, Regenwahrscheinlichkeit: 16%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T10:00]
Wetterdaten [Temperatur: 28,4°C, Regenwahrscheinlichkeit: 22%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T11:00]
Wetterdaten [Temperatur: 28,3°C, Regenwahrscheinlichkeit: 24%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T12:00]
Wetterdaten [Temperatur: 29,8°C, Regenwahrscheinlichkeit: 16%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T13:00]
Wetterdaten [Temperatur: 31,8°C, Regenwahrscheinlichkeit: 14%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T14:00]
Wetterdaten [Temperatur: 33,1°C, Regenwahrscheinlichkeit: 16%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T15:00]
Wetterdaten [Temperatur: 34,2°C, Regenwahrscheinlichkeit: 15%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T16:00]
Wetterdaten [Temperatur: 34,8°C, Regenwahrscheinlichkeit: 6%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T17:00]
Wetterdaten [Temperatur: 33,6°C, Regenwahrscheinlichkeit: 23%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T18:00]
Wetterdaten [Temperatur: 33,3°C, Regenwahrscheinlichkeit: 5%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T19:00]
Wetterdaten [Temperatur: 34,7°C, Regenwahrscheinlichkeit: 29%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T20:00]
Wetterdaten [Temperatur: 36,1°C, Regenwahrscheinlichkeit: 2%, Bedingung: SUNNY, Zeitpunkt: 2025-06-02T21:00]
Wetterdaten [Temperatur: 35,9°C, Regenwahrscheinlichkeit: 29%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-02T22:00]
Wetterdaten [Temperatur: 35,1°C, Regenwahrscheinlichkeit: 17%, Bedingung: RAIN, Zeitpunkt: 2025-06-02T23:00]
Wetterdaten [Temperatur: 36,1°C, Regenwahrscheinlichkeit: 24%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T00:00]
Wetterdaten [Temperatur: 33,8°C, Regenwahrscheinlichkeit: 84%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T01:00]
Wetterdaten [Temperatur: 30,6°C, Regenwahrscheinlichkeit: 59%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T02:00]
Wetterdaten [Temperatur: 30,7°C, Regenwahrscheinlichkeit: 2%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T03:00]
Wetterdaten [Temperatur: 28,4°C, Regenwahrscheinlichkeit: 82%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T04:00]
Wetterdaten [Temperatur: 27,6°C, Regenwahrscheinlichkeit: 19%, Bedingung: RAIN, Zeitpunkt: 2025-06-03T05:00]
Wetterdaten [Temperatur: 29,1°C, Regenwahrscheinlichkeit: 20%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T06:00]
Wetterdaten [Temperatur: 24,5°C, Regenwahrscheinlichkeit: 59%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T07:00]
Wetterdaten [Temperatur: 25,8°C, Regenwahrscheinlichkeit: 7%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T08:00]
Wetterdaten [Temperatur: 26,7°C, Regenwahrscheinlichkeit: 18%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T09:00]
Wetterdaten [Temperatur: 28,0°C, Regenwahrscheinlichkeit: 2%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T10:00]
Wetterdaten [Temperatur: 25,0°C, Regenwahrscheinlichkeit: 96%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T11:00]
Wetterdaten [Temperatur: 27,6°C, Regenwahrscheinlichkeit: 15%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T12:00]
Wetterdaten [Temperatur: 24,6°C, Regenwahrscheinlichkeit: 99%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T13:00]
Wetterdaten [Temperatur: 26,3°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T14:00]
Wetterdaten [Temperatur: 26,5°C, Regenwahrscheinlichkeit: 7%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T15:00]
Wetterdaten [Temperatur: 28,1°C, Regenwahrscheinlichkeit: 0%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T16:00]
Wetterdaten [Temperatur: 29,1°C, Regenwahrscheinlichkeit: 6%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T17:00]
Wetterdaten [Temperatur: 30,2°C, Regenwahrscheinlichkeit: 8%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T18:00]
Wetterdaten [Temperatur: 31,1°C, Regenwahrscheinlichkeit: 18%, Bedingung: SUNNY, Zeitpunkt: 2025-06-03T19:00]
Wetterdaten [Temperatur: 29,8°C, Regenwahrscheinlichkeit: 28%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T20:00]
Wetterdaten [Temperatur: 29,0°C, Regenwahrscheinlichkeit: 4%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T21:00]
Wetterdaten [Temperatur: 26,6°C, Regenwahrscheinlichkeit: 54%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-03T22:00]
Wetterdaten [Temperatur: 26,7°C, Regenwahrscheinlichkeit: 28%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-03T23:00]
Wetterdaten [Temperatur: 25,9°C, Regenwahrscheinlichkeit: 3%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T00:00]
Wetterdaten [Temperatur: 25,3°C, Regenwahrscheinlichkeit: 19%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T01:00]
Wetterdaten [Temperatur: 25,4°C, Regenwahrscheinlichkeit: 29%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T02:00]
Wetterdaten [Temperatur: 26,5°C, Regenwahrscheinlichkeit: 16%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T03:00]
Wetterdaten [Temperatur: 26,8°C, Regenwahrscheinlichkeit: 21%, Bedingung: RAIN, Zeitpunkt: 2025-06-04T04:00]
Wetterdaten [Temperatur: 24,6°C, Regenwahrscheinlichkeit: 96%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-04T05:00]
Wetterdaten [Temperatur: 26,2°C, Regenwahrscheinlichkeit: 15%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T06:00]
Wetterdaten [Temperatur: 28,1°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T07:00]
Wetterdaten [Temperatur: 27,4°C, Regenwahrscheinlichkeit: 17%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T08:00]
Wetterdaten [Temperatur: 27,0°C, Regenwahrscheinlichkeit: 20%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T09:00]
Wetterdaten [Temperatur: 28,9°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T10:00]
Wetterdaten [Temperatur: 29,3°C, Regenwahrscheinlichkeit: 16%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T11:00]
Wetterdaten [Temperatur: 29,2°C, Regenwahrscheinlichkeit: 10%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T12:00]
Wetterdaten [Temperatur: 31,7°C, Regenwahrscheinlichkeit: 8%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T13:00]
Wetterdaten [Temperatur: 33,4°C, Regenwahrscheinlichkeit: 28%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T14:00]
Wetterdaten [Temperatur: 35,9°C, Regenwahrscheinlichkeit: 26%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T15:00]
Wetterdaten [Temperatur: 37,4°C, Regenwahrscheinlichkeit: 18%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T16:00]
Wetterdaten [Temperatur: 38,1°C, Regenwahrscheinlichkeit: 26%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T17:00]
Wetterdaten [Temperatur: 38,9°C, Regenwahrscheinlichkeit: 17%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T18:00]
Wetterdaten [Temperatur: 40,8°C, Regenwahrscheinlichkeit: 14%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T19:00]
Wetterdaten [Temperatur: 41,9°C, Regenwahrscheinlichkeit: 1%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T20:00]
Wetterdaten [Temperatur: 43,2°C, Regenwahrscheinlichkeit: 12%, Bedingung: SUNNY, Zeitpunkt: 2025-06-04T21:00]
Wetterdaten [Temperatur: 44,1°C, Regenwahrscheinlichkeit: 17%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-04T22:00]
Wetterdaten [Temperatur: 41,4°C, Regenwahrscheinlichkeit: 98%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-04T23:00]
Wetterdaten [Temperatur: 40,6°C, Regenwahrscheinlichkeit: 14%, Bedingung: RAIN, Zeitpunkt: 2025-06-05T00:00]
Wetterdaten [Temperatur: 37,8°C, Regenwahrscheinlichkeit: 81%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-05T01:00]
Wetterdaten [Temperatur: 38,0°C, Regenwahrscheinlichkeit: 22%, Bedingung: RAIN, Zeitpunkt: 2025-06-05T02:00]
Wetterdaten [Temperatur: 37,8°C, Regenwahrscheinlichkeit: 6%, Bedingung: RAIN, Zeitpunkt: 2025-06-05T03:00]
Wetterdaten [Temperatur: 35,7°C, Regenwahrscheinlichkeit: 62%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-05T04:00]
Wetterdaten [Temperatur: 36,2°C, Regenwahrscheinlichkeit: 18%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-05T05:00]
Wetterdaten [Temperatur: 37,6°C, Regenwahrscheinlichkeit: 30%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T06:00]
Wetterdaten [Temperatur: 32,9°C, Regenwahrscheinlichkeit: 55%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-05T07:00]
Wetterdaten [Temperatur: 34,7°C, Regenwahrscheinlichkeit: 8%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T08:00]
Wetterdaten [Temperatur: 36,0°C, Regenwahrscheinlichkeit: 29%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T09:00]
Wetterdaten [Temperatur: 36,3°C, Regenwahrscheinlichkeit: 25%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-05T10:00]
Wetterdaten [Temperatur: 37,8°C, Regenwahrscheinlichkeit: 1%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T11:00]
Wetterdaten [Temperatur: 40,0°C, Regenwahrscheinlichkeit: 25%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T12:00]
Wetterdaten [Temperatur: 39,7°C, Regenwahrscheinlichkeit: 8%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-05T13:00]
Wetterdaten [Temperatur: 41,1°C, Regenwahrscheinlichkeit: 26%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T14:00]
Wetterdaten [Temperatur: 43,5°C, Regenwahrscheinlichkeit: 19%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T15:00]
Wetterdaten [Temperatur: 44,5°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T16:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T17:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 28%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T18:00]
Wetterdaten [Temperatur: 40,7°C, Regenwahrscheinlichkeit: 93%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-05T19:00]
Wetterdaten [Temperatur: 41,2°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T20:00]
Wetterdaten [Temperatur: 42,8°C, Regenwahrscheinlichkeit: 29%, Bedingung: SUNNY, Zeitpunkt: 2025-06-05T21:00]
Wetterdaten [Temperatur: 42,3°C, Regenwahrscheinlichkeit: 9%, Bedingung: RAIN, Zeitpunkt: 2025-06-05T22:00]
Wetterdaten [Temperatur: 42,1°C, Regenwahrscheinlichkeit: 18%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-05T23:00]
Wetterdaten [Temperatur: 42,3°C, Regenwahrscheinlichkeit: 19%, Bedingung: RAIN, Zeitpunkt: 2025-06-06T00:00]
Wetterdaten [Temperatur: 42,3°C, Regenwahrscheinlichkeit: 11%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-06T01:00]
Wetterdaten [Temperatur: 42,6°C, Regenwahrscheinlichkeit: 28%, Bedingung: RAIN, Zeitpunkt: 2025-06-06T02:00]
Wetterdaten [Temperatur: 39,8°C, Regenwahrscheinlichkeit: 67%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-06T03:00]
Wetterdaten [Temperatur: 39,4°C, Regenwahrscheinlichkeit: 22%, Bedingung: RAIN, Zeitpunkt: 2025-06-06T04:00]
Wetterdaten [Temperatur: 39,8°C, Regenwahrscheinlichkeit: 20%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-06T05:00]
Wetterdaten [Temperatur: 40,3°C, Regenwahrscheinlichkeit: 2%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T06:00]
Wetterdaten [Temperatur: 41,0°C, Regenwahrscheinlichkeit: 11%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T07:00]
Wetterdaten [Temperatur: 37,3°C, Regenwahrscheinlichkeit: 90%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-06T08:00]
Wetterdaten [Temperatur: 38,5°C, Regenwahrscheinlichkeit: 30%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T09:00]
Wetterdaten [Temperatur: 40,4°C, Regenwahrscheinlichkeit: 25%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T10:00]
Wetterdaten [Temperatur: 41,7°C, Regenwahrscheinlichkeit: 3%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T11:00]
Wetterdaten [Temperatur: 42,9°C, Regenwahrscheinlichkeit: 15%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T12:00]
Wetterdaten [Temperatur: 44,9°C, Regenwahrscheinlichkeit: 25%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T13:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 4%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T14:00]
Wetterdaten [Temperatur: 44,3°C, Regenwahrscheinlichkeit: 30%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-06T15:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 17%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T16:00]
Wetterdaten [Temperatur: 40,6°C, Regenwahrscheinlichkeit: 71%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-06T17:00]
Wetterdaten [Temperatur: 42,3°C, Regenwahrscheinlichkeit: 1%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T18:00]
Wetterdaten [Temperatur: 42,9°C, Regenwahrscheinlichkeit: 21%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T19:00]
Wetterdaten [Temperatur: 43,6°C, Regenwahrscheinlichkeit: 4%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T20:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 19%, Bedingung: SUNNY, Zeitpunkt: 2025-06-06T21:00]
Wetterdaten [Temperatur: 44,2°C, Regenwahrscheinlichkeit: 24%, Bedingung: RAIN, Zeitpunkt: 2025-06-06T22:00]
Wetterdaten [Temperatur: 44,0°C, Regenwahrscheinlichkeit: 12%, Bedingung: RAIN, Zeitpunkt: 2025-06-06T23:00]
Wetterdaten [Temperatur: 44,2°C, Regenwahrscheinlichkeit: 22%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T00:00]
Wetterdaten [Temperatur: 44,6°C, Regenwahrscheinlichkeit: 20%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T01:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 28%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T02:00]
Wetterdaten [Temperatur: 43,0°C, Regenwahrscheinlichkeit: 87%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-07T03:00]
Wetterdaten [Temperatur: 42,1°C, Regenwahrscheinlichkeit: 18%, Bedingung: RAIN, Zeitpunkt: 2025-06-07T04:00]
Wetterdaten [Temperatur: 41,7°C, Regenwahrscheinlichkeit: 20%, Bedingung: RAIN, Zeitpunkt: 2025-06-07T05:00]
Wetterdaten [Temperatur: 37,0°C, Regenwahrscheinlichkeit: 56%, Bedingung: THUNDERSTORM, Zeitpunkt: 2025-06-07T06:00]
Wetterdaten [Temperatur: 38,6°C, Regenwahrscheinlichkeit: 12%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T07:00]
Wetterdaten [Temperatur: 39,6°C, Regenwahrscheinlichkeit: 22%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T08:00]
Wetterdaten [Temperatur: 38,7°C, Regenwahrscheinlichkeit: 25%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T09:00]
Wetterdaten [Temperatur: 39,9°C, Regenwahrscheinlichkeit: 15%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T10:00]
Wetterdaten [Temperatur: 41,2°C, Regenwahrscheinlichkeit: 0%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T11:00]
Wetterdaten [Temperatur: 42,7°C, Regenwahrscheinlichkeit: 28%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T12:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 21%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T13:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 27%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T14:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 28%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T15:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 23%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T16:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 19%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T17:00]
Wetterdaten [Temperatur: 44,3°C, Regenwahrscheinlichkeit: 13%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T18:00]
Wetterdaten [Temperatur: 43,3°C, Regenwahrscheinlichkeit: 9%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T19:00]
Wetterdaten [Temperatur: 43,8°C, Regenwahrscheinlichkeit: 13%, Bedingung: SUNNY, Zeitpunkt: 2025-06-07T20:00]
Wetterdaten [Temperatur: 42,3°C, Regenwahrscheinlichkeit: 19%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-07T21:00]
Wetterdaten [Temperatur: 42,1°C, Regenwahrscheinlichkeit: 19%, Bedingung: RAIN, Zeitpunkt: 2025-06-07T22:00]
Wetterdaten [Temperatur: 42,0°C, Regenwahrscheinlichkeit: 16%, Bedingung: RAIN, Zeitpunkt: 2025-06-07T23:00]
Wetterdaten [Temperatur: 40,9°C, Regenwahrscheinlichkeit: 23%, Bedingung: RAIN, Zeitpunkt: 2025-06-08T00:00]
Wetterdaten [Temperatur: 40,0°C, Regenwahrscheinlichkeit: 13%, Bedingung: RAIN, Zeitpunkt: 2025-06-08T01:00]
Wetterdaten [Temperatur: 40,8°C, Regenwahrscheinlichkeit: 17%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-08T02:00]
Wetterdaten [Temperatur: 41,4°C, Regenwahrscheinlichkeit: 26%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-08T03:00]
Wetterdaten [Temperatur: 40,6°C, Regenwahrscheinlichkeit: 28%, Bedingung: RAIN, Zeitpunkt: 2025-06-08T04:00]
Wetterdaten [Temperatur: 40,5°C, Regenwahrscheinlichkeit: 8%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-08T05:00]
Wetterdaten [Temperatur: 41,9°C, Regenwahrscheinlichkeit: 24%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T06:00]
Wetterdaten [Temperatur: 43,2°C, Regenwahrscheinlichkeit: 9%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T07:00]
Wetterdaten [Temperatur: 44,2°C, Regenwahrscheinlichkeit: 14%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T08:00]
Wetterdaten [Temperatur: 44,7°C, Regenwahrscheinlichkeit: 20%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T09:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 6%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T10:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 21%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T11:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 9%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T12:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 20%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T13:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 11%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T14:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 20%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T15:00]
Wetterdaten [Temperatur: 45,0°C, Regenwahrscheinlichkeit: 6%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T16:00]
Wetterdaten [Temperatur: 44,1°C, Regenwahrscheinlichkeit: 28%, Bedingung: CLOUDY, Zeitpunkt: 2025-06-08T17:00]
Wetterdaten [Temperatur: 44,6°C, Regenwahrscheinlichkeit: 5%, Bedingung: SUNNY, Zeitpunkt: 2025-06-08T18:00]
